OBJECTID,BASIC_COLOUR,BODY_TYPE,CC_RATING,CHASSIS7,FIRST_NZ_REGISTRATION_YEAR,FIRST_NZ_REGISTRATION_MONTH,GROSS_VEHICLE_MASS,HEIGHT,IMPORT_STATUS,MAKE,MODEL,MOTIVE_POWER,NUMBER_OF_AXLES,NUMBER_OF_SEATS,NZ_ASSEMBLED,ORIGINAL_COUNTRY,POWER_RATING,PREVIOUS_COUNTRY,ROAD_TRANSPORT_CODE,SUBMODEL,TLA,TRANSMISSION_TYPE,VDAM_WEIGHT,VEHICLE_TYPE,VEHICLE_USAGE,VEHICLE_YEAR
6094,BROWN,STATION WAGON,1998,,2012,8,1970,0,NEW,MITSUBISHI,ASX,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,112,NONE,,2WD 2.0P CVT LS,INVERCARGILL CITY,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
6095,RED,HATCHBACK,1596,,2011,7,1540,0,NEW,FORD,FIESTA,PETROL,2,5,IMPORTED BUILT-UP,THAILAND,88,NONE,,5DR 1.6 LX A,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6096,BLUE,STATION WAGON,1990,B30-020,2012,9,1805,0,USED,NISSAN,LAFESTA,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
6097,BLUE,STATION WAGON,3940,,2012,9,2505,0,USED,LAND ROVER,DISCOVERY,PETROL,2,7,IMPORTED BUILT-UP,UNITED KINGDOM,0,JAPAN,,,QUEENSTOWN-LAKES DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
6098,WHITE,MOBILE MACHINE,3769,A3P6123,2012,9,1508,0,NEW,MOBILE MACHINE,BOBCAT  A770,DIESEL,0,0,IMPORTED BUILT-UP,UNITED STATES,0,NONE,,,PALMERSTON NORTH CITY,,0,MOBILE MACHINE,OTHER,2012
6099,GREY,STATION WAGON,1998,,2011,2,1970,0,NEW,MITSUBISHI,ASX,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,112,NONE,,2WD 2.0P CVT SPORT,CHRISTCHURCH CITY,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6100,BLACK,SALOON,1796,,2010,12,0,0,NEW,HOLDEN,CRUZE,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,104,NONE,,CDX 1.8 AT,KAPITI COAST DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
6101,BLACK,UTILITY,2999,,2010,9,2800,0,NEW,HOLDEN,COLORADO,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,120,NONE,,4X2 LT CRW PU DSL AT,AUCKLAND,4-GEAR AUTO,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
6102,RED,HATCHBACK,1490,,2010,11,1470,0,NEW,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,75,NONE,,GLXA 1.5 5DR,GORE DISTRICT,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
6103,SILVER,STATION WAGON,1998,WTP12-0,2011,9,1625,0,USED,NISSAN,PRIMERA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
6104,BLACK,SALOON,1990,GGES-40,2012,9,1675,0,USED,MAZDA,ATENZA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
6105,SILVER,STATION WAGON,2250,RA6-122,2010,9,2015,0,USED,HONDA,ODYSSEY,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,TIMARU DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
6106,GREY,STATION WAGON,1790,JY12-00,2011,11,1515,0,USED,NISSAN,WINGROAD,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,UPPER HUTT CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
6107,SILVER,HATCHBACK,1298,,2010,9,1465,0,NEW,TOYOTA,YARIS,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,64,NONE,,T130 1.3P HATCH5 4A,KAPITI COAST DISTRICT,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
6108,BROWN,UTILITY,2477,,2012,2,2930,0,NEW,MITSUBISHI,TRITON,DIESEL,0,5,IMPORTED BUILT-UP,THAILAND,133,NONE,,4WD 2.5D D/CAB GLS M,AUCKLAND,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2012
6109,BLACK,SALOON,2970,WBADT62,2012,1,1885,0,USED,BMW,530I,PETROL,0,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,,PORIRUA CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
6110,BLACK,STATION WAGON,1990,TC24-12,2011,8,2010,0,USED,NISSAN,SERENA,PETROL,2,8,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,PORIRUA CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
6111,SILVER,DOMESTIC TRAILER,0,8640,2012,8,0,0,NEW,TRAILER,ELITE 7X4,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,ASHBURTON DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2012
6112,SILVER,DOMESTIC TRAILER,0,6580,2010,1,2000,0,NEW,TRAILER,ELITE 8 X 5 TANDEM,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,CHRISTCHURCH CITY,,0,TRAILER/CARAVAN,OTHER GOODS,2010
6113,RED,UTILITY,3196,,2011,10,3200,0,NEW,MAZDA,BT-50,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,147,NONE,,4WD LTD D/C W/S 6AT,HAMILTON CITY,6-GEAR AUTO,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
6114,SILVER,STATION WAGON,1490,EU1-120,2010,11,1425,0,USED,HONDA,CIVIC,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
6115,WHITE,SALOON,2268,GG3S-10,2011,9,1665,0,USED,MAZDA,ATENZA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
6116,BLACK,STATION WAGON,2199,,2011,9,2510,0,NEW,KIA,SORENTO,DIESEL,0,7,IMPORTED BUILT-UP,SOUTH KOREA,145,NONE,,2.2 DIESEL AUTO LTD,QUEENSTOWN-LAKES DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6117,BLUE,SALOON,1996,BE5-102,2010,3,1755,0,USED,SUBARU,LEGACY,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,B4,WELLINGTON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
6118,BLUE,HATCHBACK,1999,,2009,5,1905,0,NEW,FORD,FOCUS,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,107,NONE,,2.0 AUTO,LOWER HUTT CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
6119,BLACK,STATION WAGON,1980,WAUZZZ8,2011,4,1815,0,USED,AUDI,A4,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2003
6120,SILVER,HATCHBACK,1596,,2012,9,1505,0,NEW,FORD,FIESTA,PETROL,2,5,IMPORTED BUILT-UP,THAILAND,88,NONE,,5DR 1.6 M ZETEC,NAPIER CITY,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
6121,SILVER,DOMESTIC TRAILER,0,J12-062,2012,3,1200,0,NEW,PINTO,WELLSIDE EXTRA,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,AUCKLAND,,0,TRAILER/CARAVAN,OTHER GOODS,2012
6122,BLUE,STATION WAGON,1330,GE6-104,2011,5,1285,0,USED,HONDA,FIT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
6123,WHITE,SALOON,1990,CF4-130,2011,4,1595,0,USED,HONDA,TORNEO,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,ROTORUA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
6124,BLUE,STATION WAGON,5967,,2010,11,0,0,RE-REG,HOLDEN,COMMODORE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,260,NONE,,SPORTWGN SSV AT,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
6125,GREEN,SALOON,5041,8569TCZ,1973,12,0,0,RE-REG,HOLDEN,STATESMAN,PETROL,0,5,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,TIMARU DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1973
6126,GREY,SALOON,1796,,2012,9,2060,0,NEW,HOLDEN,CRUZE,PETROL,2,5,IMPORTED BUILT-UP,AUSTRALIA,104,NONE,,CD SDN 1.8 AT,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
6127,GOLD,STATION WAGON,2990,BPE-020,2010,8,1795,0,USED,SUBARU,OUTBACK,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
6128,SILVER,STATION WAGON,1990,SV50-00,2008,8,1655,0,USED,TOYOTA,VISTA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,WAIPA DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,1999
6129,RED,STATION WAGON,1998,NJ10-01,2009,7,1735,0,USED,NISSAN,DUALIS,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2007
6130,SILVER,HATCHBACK,1496,NZE121-,2010,7,1365,0,USED,TOYOTA,COROLLA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,RUNX X,TAURANGA CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
6131,BLACK,HATCHBACK,1372,,2011,2,0,0,NEW,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,70,NONE,,LTDA 1.4 5DR,PALMERSTON NORTH CITY,5-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6132,BLACK,SALOON,2993,,2011,1,2060,0,NEW,BMW,325D,DIESEL,2,5,IMPORTED BUILT-UP,GERMANY,150,NONE,,SEDAN 6A 4DR 3.0L,TAURANGA CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6133,GREEN,HATCHBACK,1298,NCP10-0,2011,3,1195,0,USED,TOYOTA,VITZ,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,CLAVIA,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
6134,SILVER,STATION WAGON,1497,WFY11-4,2011,9,1445,0,USED,NISSAN,WINGROAD,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,PORIRUA CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
6135,BLACK,HATCHBACK,1780,WVWZZZ1,2011,2,1605,0,USED,VOLKSWAGEN,GOLF,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
6136,SILVER,HATCHBACK,1998,,2009,6,1960,0,NEW,NISSAN,QASHQAI,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,102,NONE,,2.0 ST AT,AUCKLAND,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
6137,GOLD,SALOON,2496,,2009,6,2020,0,NEW,NISSAN,MAXIMA,PETROL,2,5,IMPORTED BUILT-UP,THAILAND,134,NONE,,250L,CARTERTON DISTRICT,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
6138,GOLD,HATCHBACK,1598,,2011,1,1555,0,NEW,MINI,COOPER,PETROL,2,4,IMPORTED BUILT-UP,UNITED KINGDOM,90,NONE,,HATCH 6A 2DR 1.6L,CENTRAL OTAGO DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6139,WHITE,STATION WAGON,2393,,2011,3,2100,0,NEW,SUZUKI,GRAND VITARA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,122,NONE,,WJLXA3 2.4 5DR LTD,LOWER HUTT CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6140,GREY,STATION WAGON,1990,WBAUF32,2011,2,1635,0,USED,BMW,118I,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
6141,BLUE,HATCHBACK,1297,M201G-0,2008,11,1215,0,USED,DAIHATSU,YRV,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
6142,WHITE,LIGHT VAN,2351,,2011,6,2505,0,NEW,MITSUBISHI,L300,PETROL,0,3,IMPORTED BUILT-UP,JAPAN,99,NONE,,2.4P LWB 5 DOOR,CHRISTCHURCH CITY,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
6143,WHITE,HATCHBACK,1490,,2011,2,1470,0,NEW,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,75,NONE,,GLXA 1.5 5DR,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6144,BLACK,STATION WAGON,2199,,2012,2,2620,0,NEW,HYUNDAI,SANTA FE,DIESEL,2,7,IMPORTED BUILT-UP,SOUTH KOREA,145,NONE,,2.2R CRDI ELITEA6 7S,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
6145,WHITE,UTILITY,2982,,2009,8,2780,0,NEW,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 4WD DC 5M,AUCKLAND,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2009
6146,SILVER,DOMESTIC TRAILER,0,1256288,2012,8,1000,0,NEW,BRIFORD,8X5,,2,0,NZ ASSEMBLED/BUILT,NEW ZEALAND,0,NONE,,,CENTRAL OTAGO DISTRICT,,0,TRAILER/CARAVAN,OTHER GOODS,2012
6147,GREY,STATION WAGON,3470,,2012,8,2830,0,NEW,KIA,CARNIVAL,PETROL,0,8,IMPORTED BUILT-UP,SOUTH KOREA,202,NONE,,3.5 V6 AUTO,AUCKLAND,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
6148,WHITE,LIGHT VAN,1780,SK82VN-,2008,7,2255,0,USED,NISSAN,VANETTE,PETROL,2,3,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,WHANGAREI DISTRICT,,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2003
6149,BLACK,STATION WAGON,1780,WAUZZZ8,2009,5,1525,0,USED,AUDI,A3,PETROL,2,5,IMPORTED BUILT-UP,GERMANY,0,JAPAN,,1.8,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
6150,WHITE,HATCHBACK,1240,AK12-32,2012,4,1225,0,USED,NISSAN,MARCH,PETROL,2,2,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
6151,SILVER,UTILITY,2488,,2011,9,2805,0,NEW,NISSAN,NAVARA,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,102,NONE,,D/C 2.5D 2WD RX AT,WAITAKI DISTRICT,5-GEAR AUTO,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2011
6152,BLUE,UTILITY,3199,,2012,7,3200,0,NEW,FORD,RANGER,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,147,NONE,,3.2TD XLT DC W/S 4X4,NEW PLYMOUTH DISTRICT,6-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2012
6153,BLUE,UTILITY,3199,,2012,7,3200,0,NEW,FORD,RANGER,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,147,NONE,,3.2TD XLT DC W/S 4X4,TASMAN DISTRICT,6-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2012
6154,BLACK,STATION WAGON,1990,CREW-14,2012,6,1855,0,USED,MAZDA,PREMACY,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
6155,GREY,STATION WAGON,2260,GY3W-50,2012,4,1725,0,USED,MAZDA,ATENZA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,HAMILTON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2006
6156,SILVER,UTILITY,2982,,2010,12,2780,0,NEW,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 4WD SR5 DC 4A,CHRISTCHURCH CITY,4-GEAR AUTO,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
6157,GREY,STATION WAGON,3456,,2012,7,2720,0,NEW,TOYOTA,HIGHLANDER,PETROL,2,7,IMPORTED BUILT-UP,JAPAN,201,NONE,,3.5P LTD 4WD WGN5 5A,WHANGAREI DISTRICT,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
6158,SILVER,UTILITY,3196,,2012,3,3200,0,NEW,MAZDA,BT-50,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,147,NONE,,2WD GSX D/C W/S 6MT,NAPIER CITY,6-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2012
6159,WHITE,SALOON,1797,,2011,8,1740,0,NEW,HYUNDAI,LANTRA,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,110,NONE,,1.8,WHANGAREI DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6160,BLUE,SALOON,1797,,2011,9,1740,0,NEW,HYUNDAI,LANTRA,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,110,NONE,,1.8,HAURAKI DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6161,SILVER,HATCHBACK,1499,,2011,1,1490,0,NEW,MITSUBISHI,COLT,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,78,NONE,,1.5P LS 5DR,SOUTH TARANAKI DISTRICT,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6162,GREY,STATION WAGON,1998,,2011,3,2070,0,NEW,MITSUBISHI,OUTLANDER,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,111,NONE,,2.0 2WD LS,AUCKLAND,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6163,RED,STATION WAGON,1998,,2011,8,1995,0,NEW,HYUNDAI,IX35,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,122,NONE,,2.0 2WD A6,WELLINGTON CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6164,BLUE,UTILITY,3196,,2012,2,3200,0,NEW,MAZDA,BT-50,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,147,NONE,,4WD LTD D/C W/S 6AT,AUCKLAND,6-GEAR AUTO,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2012
6165,RED,HATCHBACK,1490,ZC21S-1,2010,8,1305,0,USED,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,TASMAN DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
6166,BLACK,UTILITY,1968,,2012,9,3040,0,NEW,VOLKSWAGEN,AMAROK,DIESEL,0,5,IMPORTED BUILT-UP,OTHER,120,NONE,,DC 4M 400,CHRISTCHURCH CITY,6-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2012
6167,SILVER,STATION WAGON,1298,NCP20-0,2012,5,1315,0,USED,TOYOTA,FUNCARGO,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
6168,BLUE,UTILITY,2999,,2010,11,2800,0,NEW,HOLDEN,COLORADO,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,120,NONE,,4X2 LT CRW PU DSL MT,WHANGAREI DISTRICT,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
6169,RED,HATCHBACK,1490,,2010,11,1470,0,NEW,SUZUKI,SWIFT,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,75,NONE,,GLXA 1.5 5DR,CHRISTCHURCH CITY,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
6170,BLUE,UTILITY,2982,,2010,10,2780,0,NEW,TOYOTA,HILUX,DIESEL,2,5,IMPORTED BUILT-UP,THAILAND,126,NONE,,3.0TD 4WD SR5 DC 5M,WAITAKI DISTRICT,5-GEAR MANUAL,0,GOODS VAN/TRUCK/UTILITY,PRIVATE PASSENGER,2010
6171,GREY,HATCHBACK,1490,BK5P-20,2012,9,1515,0,USED,MAZDA,AXELA,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2005
6172,BLACK,STATION WAGON,1795,ZZE137-,2011,9,1565,0,USED,TOYOTA,VOLTZ,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,Z,NEW PLYMOUTH DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
6173,SILVER,HATCHBACK,1490,C11-005,2011,10,1375,0,USED,NISSAN,TIIDA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,LOWER HUTT CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2004
6174,SILVER,SALOON,2457,,2010,9,0,0,NEW,SUBARU,LEGACY,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,123,NONE,,2.5I SPORT CVT SED,WHANGAREI DISTRICT,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
6175,SILVER,SALOON,1990,SXE10-0,2011,7,1655,0,USED,TOYOTA,ALTEZZA,PETROL,0,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,HAMILTON CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
6176,BLUE,STATION WAGON,2362,ACR30-0,2010,11,2035,0,USED,TOYOTA,ESTIMA,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,PALMERSTON NORTH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
6177,SILVER,STATION WAGON,1298,NCP20-0,2010,8,1285,0,USED,TOYOTA,FUNCARGO,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,WAIMAKARIRI DISTRICT,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2000
6178,BLACK,STATION WAGON,1990,RD4-100,2010,8,1695,0,USED,HONDA,CRV,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
6179,SILVER,STATION WAGON,1998,,2008,10,1884,0,NEW,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,108,NONE,,WAGON GLX 2.0 5 AUTO,NEW PLYMOUTH DISTRICT,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2008
6180,RED,STATION WAGON,1490,NZE121-,2009,11,1565,0,USED,TOYOTA,COROLLA,PETROL,0,7,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,AUCKLAND,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2001
6181,BLUE,STATION WAGON,2489,,2009,2,1914,0,NEW,MAZDA,MAZDA6,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,125,NONE,,WAGON GSX 2.5 5AT,AUCKLAND,5-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2009
6182,WHITE,SALOON,1998,,2012,3,0,0,NEW,HOLDEN,CRUZE,DIESEL,2,5,IMPORTED BUILT-UP,AUSTRALIA,120,NONE,,CD SDN 2.0TD AT,LOWER HUTT CITY,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2012
6183,SILVER,STATION WAGON,2457,,2010,9,0,0,NEW,SUBARU,OUTBACK,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,123,NONE,,25I CVT,HAMILTON CITY,CONTINUOUSLY VARIABLE,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
6184,SILVER,SALOON,1990,BE5-121,2011,9,1765,0,USED,SUBARU,LEGACY,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,0,JAPAN,,,CHRISTCHURCH CITY,,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2002
6185,GREY,HATCHBACK,1598,,2010,9,1570,0,NEW,HOLDEN,BARINA,PETROL,2,5,IMPORTED BUILT-UP,SOUTH KOREA,77,NONE,,5DR HATCH AUTO,AUCKLAND,4-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
6186,GREY,STATION WAGON,3470,,2011,11,2830,0,NEW,KIA,CARNIVAL,PETROL,0,8,IMPORTED BUILT-UP,SOUTH KOREA,202,NONE,,3.5 V6 AUTO,CENTRAL HAWKE'S BAY DISTRICT,6-GEAR AUTO,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2011
6187,SILVER,HATCHBACK,1995,,2010,8,1675,0,NEW,SUZUKI,SX4,PETROL,2,5,IMPORTED BUILT-UP,JAPAN,107,NONE,,GLXFB 2.0 5DR,WELLINGTON CITY,6-GEAR MANUAL,0,PASSENGER CAR/VAN,PRIVATE PASSENGER,2010
